Accession ID,Cluster,Sequence Length,NCBI ID,Protein Name,Taxonomy ID,Scientific Name,Kingdom
RLG77916,Archaeal Alba,101,gb|RLG77916.1|,DNA-binding protein Alba [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
OYT50692,Archaeal Alba,100,gb|OYT50692.1|,DNA-binding protein Alba [Desulfurococcales archaeon ex4484_204],2012517,Desulfurococcales archaeon ex4484_204,Archaea
OYT49383,Archaeal Alba,95,gb|OYT49383.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon ex4484_231],2012512,Candidatus Bathyarchaeota archaeon ex4484_231,Archaea
OYT49420,Archaeal Alba,95,gb|OYT49420.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon ex4484_231],2012512,Candidatus Bathyarchaeota archaeon ex4484_231,Archaea
OYT49907,Archaeal Alba,111,gb|OYT49907.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon ex4484_231],2012512,Candidatus Bathyarchaeota archaeon ex4484_231,Archaea
OYT51394,Archaeal Alba,96,gb|OYT51394.1|,DNA-binding protein Alba [Desulfurococcales archaeon ex4484_217_2],2012519,Desulfurococcales archaeon ex4484_217_2,Archaea
RLG71748,Archaeal Alba,98,gb|RLG71748.1|,DNA-binding protein Alba [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
HHO66471,Archaeal Alba,96,tpg|HHO66471.1|,DNA-binding protein Alba [Acidilobales archaeon],2268176,Acidilobales archaeon,Archaea
OYT53102,Archaeal Alba,96,gb|OYT53102.1|,DNA-binding protein Alba [Candidatus Altiarchaeales archaeon ex4484_2],2012506,Candidatus Altiarchaeales archaeon ex4484_2,Archaea
OYT54469,Archaeal Alba,97,gb|OYT54469.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon ex4484_218],2012511,Candidatus Bathyarchaeota archaeon ex4484_218,Archaea
OYT56278,Archaeal Alba,98,gb|OYT56278.1|,DNA-binding protein Alba [Candidatus Aenigmarchaeota archaeon ex4484_14],2012502,Candidatus Aenigmarchaeota archaeon ex4484_14,Archaea
OYT61205,Archaeal Alba,94,gb|OYT61205.1|,DNA-binding protein Alba [Thermofilum sp. ex4484_15],2012526,Thermofilum sp. ex4484_15,Archaea
OYT62728,Archaeal Alba,102,gb|OYT62728.1|,RNA-binding protein [Thermofilum sp. ex4484_15],2012526,Thermofilum sp. ex4484_15,Archaea
OYT66610,Archaeal Alba,89,gb|OYT66610.1|,RNA-binding protein [Candidatus Bathyarchaeota archaeon ex4484_205],2012510,Candidatus Bathyarchaeota archaeon ex4484_205,Archaea
OYT66702,Archaeal Alba,65,gb|OYT66702.1|,"RNA-binding protein, partial [Thaumarchaeota archaeon ex4484_121]",2012532,Thaumarchaeota archaeon ex4484_121,Archaea
OYT66773,Archaeal Alba,92,gb|OYT66773.1|,DNA-binding protein Alba [Thaumarchaeota archaeon ex4484_121],2012532,Thaumarchaeota archaeon ex4484_121,Archaea
RLI40848,Archaeal Alba,92,gb|RLI40848.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
OYT67323,Archaeal Alba,98,gb|OYT67323.1|,DNA-binding protein Alba [ANME-1 cluster archaeon ex4572_4],2011131,ANME-1 cluster archaeon ex4572_4,Archaea
P60851,Archaeal Alba,90,sp|P60851.1|,RecName: Full=DNA/RNA-binding protein Alba [Nanoarchaeum equitans Kin4-M],228908,Nanoarchaeum equitans Kin4-M,Archaea
OJT94720,Archaeal Alba,93,gb|OJT94720.1|,DNA/RNA-binding protein albA [Candidatus Micrarchaeum sp. AZ1],1531428,Candidatus Micrarchaeum sp. AZ1,Archaea
QRF74213,Archaeal Alba,106,gb|QRF74213.1|,Af1 [Candidatus Micrarchaeum sp.],2282148,Candidatus Micrarchaeum sp.,Archaea
WP_203134340,Archaeal Alba,99,ref|WP_203134340.1|,DNA-binding protein Alba [Candidatus Micrarchaeum sp.],2282148,Candidatus Micrarchaeum sp.,Archaea
OKY78150,Archaeal Alba,93,gb|OKY78150.1|,Archaeal DNA-binding protein ssh10b [Candidatus Methanohalarchaeum thermophilum],1903181,Candidatus Methanohalarchaeum thermophilum,Archaea
PTD93621,Archaeal Alba,94,gb|PTD93621.1|,DNA-binding protein Alba [archaeon SCG-AAA382B04],2137776,archaeon SCG-AAA382B04,Archaea
PTD94691,Archaeal Alba,94,gb|PTD94691.1|,DNA-binding protein Alba [archaeon SCG-AAA382B04],2137776,archaeon SCG-AAA382B04,Archaea
WP_086636793,Archaeal Alba,92,ref|WP_086636793.1|,DNA-binding protein Alba [Methanonatronarchaeum thermophilum],1927129,Methanonatronarchaeum thermophilum,Archaea
MBD39874,Archaeal Alba,108,gb|MBD39874.1|,DNA-binding protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
MBD43515,Archaeal Alba,112,gb|MBD43515.1|,hypothetical protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
DAC28129,Archaeal Alba,108,tpg|DAC28129.1|,TPA: DNA-binding protein [Candidatus Poseidoniales archaeon],2163009,Candidatus Poseidoniales archaeon,Archaea
DAC54999,Archaeal Alba,107,tpg|DAC54999.1|,TPA: DNA-binding protein [Candidatus Poseidoniales archaeon],2163009,Candidatus Poseidoniales archaeon,Archaea
HCN32121,Archaeal Alba,107,tpg|HCN32121.1|,DNA-binding protein [Rhodobiaceae bacterium],2026785,Rhodobiaceae bacterium,Bacteria
MAH08861,Archaeal Alba,107,gb|MAH08861.1|,DNA-binding protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
MBA87435,Archaeal Alba,107,gb|MBA87435.1|,RNA-binding protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
MBL6731835,Archaeal Alba,107,gb|MBL6731835.1|,RNA-binding protein [Candidatus Poseidoniaceae archaeon],2666346,Candidatus Poseidoniaceae archaeon,Archaea
MBQ59758,Archaeal Alba,107,gb|MBQ59758.1|,DNA-binding protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
MBT4921183,Archaeal Alba,107,gb|MBT4921183.1|,RNA-binding protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
MBE0512645,Archaeal Alba,109,gb|MBE0512645.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
MBE0512780,Archaeal Alba,80,gb|MBE0512780.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
MBE0519018,Archaeal Alba,90,gb|MBE0519018.1|,DNA-binding protein Alba [Thermoplasmata archaeon],1906666,Thermoplasmata archaeon,Archaea
HIJ17265,Archaeal Alba,90,tpg|HIJ17265.1|,DNA-binding protein Alba [Thermoplasmata archaeon],1906666,Thermoplasmata archaeon,Archaea
MBU1158714,Archaeal Alba,90,gb|MBU1158714.1|,DNA-binding protein Alba [Candidatus Thermoplasmatota archaeon],2806419,Candidatus Thermoplasmatota archaeon,Archaea
TFG68545,Archaeal Alba,85,gb|TFG68545.1|,"DNA-binding protein Alba, partial [Methanomassiliicoccus sp.]",2528041,Methanomassiliicoccus sp.,Archaea
MBE0519908,Archaeal Alba,95,gb|MBE0519908.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
MBE0520002,Archaeal Alba,114,gb|MBE0520002.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
MBE0520083,Archaeal Alba,121,gb|MBE0520083.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
OLB46465,Archaeal Alba,106,gb|OLB46465.1|,DNA-binding protein Alba [archaeon 13_2_20CM_2_53_6],1805020,archaeon 13_2_20CM_2_53_6,Archaea
PSO07215,Archaeal Alba,100,gb|PSO07215.1|,DNA-binding protein Alba [Candidatus Marsarchaeota G2 archaeon BE_D],1978158,Candidatus Marsarchaeota G2 archaeon BE_D,Archaea
PSN87911,Archaeal Alba,100,gb|PSN87911.1|,DNA-binding protein Alba [Candidatus Marsarchaeota G2 archaeon OSP_D],1978157,Candidatus Marsarchaeota G2 archaeon OSP_D,Archaea
OLB47628,Archaeal Alba,77,gb|OLB47628.1|,hypothetical protein AUI07_00495 [archaeon 13_2_20CM_2_53_6],1805020,archaeon 13_2_20CM_2_53_6,Archaea
PYI96325,Archaeal Alba,62,gb|PYI96325.1|,hypothetical protein DME98_12785 [Verrucomicrobia bacterium],2026799,Verrucomicrobia bacterium,Bacteria
OLB70637,Archaeal Alba,78,gb|OLB70637.1|,hypothetical protein AUI06_06095 [archaeon 13_2_20CM_2_52_21],1805019,archaeon 13_2_20CM_2_52_21,Archaea
PUA31406,Archaeal Alba,102,gb|PUA31406.1|,DNA-binding protein Alba [Aigarchaeota archaeon NZ13_MG1],1980982,Aigarchaeota archaeon NZ13_MG1,Archaea
HGM09182,Archaeal Alba,100,tpg|HGM09182.1|,DNA-binding protein Alba [Nitrososphaeria archaeon],2268198,Nitrososphaeria archaeon,Archaea
HEQ23934,Archaeal Alba,97,tpg|HEQ23934.1|,DNA-binding protein Alba [Nitrososphaeria archaeon],2268198,Nitrososphaeria archaeon,Archaea
PUA32405,Archaeal Alba,88,gb|PUA32405.1|,hypothetical protein B7O98_07050 [Zestosphaera tikiterensis],1973259,Zestosphaera tikiterensis,Archaea
PUA32897,Archaeal Alba,107,gb|PUA32897.1|,hypothetical protein B9J98_03125 [Aigarchaeota archaeon NZ13_MG1],1980982,Aigarchaeota archaeon NZ13_MG1,Archaea
PUA33185,Archaeal Alba,97,gb|PUA33185.1|,DNA-binding protein Alba [Zestosphaera tikiterensis],1973259,Zestosphaera tikiterensis,Archaea
PUA34401,Archaeal Alba,93,gb|PUA34401.1|,DNA-binding protein Alba [Aigarchaeota archaeon NZ13_MG1],1980982,Aigarchaeota archaeon NZ13_MG1,Archaea
HEQ24336,Archaeal Alba,93,tpg|HEQ24336.1|,DNA-binding protein Alba [Nitrososphaeria archaeon],2268198,Nitrososphaeria archaeon,Archaea
HGM09032,Archaeal Alba,93,tpg|HGM09032.1|,DNA-binding protein Alba [Nitrososphaeria archaeon],2268198,Nitrososphaeria archaeon,Archaea
OLC24120,Archaeal Alba,106,gb|OLC24120.1|,DNA-binding protein [Thaumarchaeota archaeon 13_1_40CM_4_48_7],1805396,Thaumarchaeota archaeon 13_1_40CM_4_48_7,Archaea
TLY10041,Archaeal Alba,106,gb|TLY10041.1|,DNA-binding protein [Thaumarchaeota archaeon],2026795,Thaumarchaeota archaeon,Archaea
WP_015019578,Archaeal Alba,106,ref|WP_015019578.1|,DNA-binding protein [Candidatus Nitrososphaera gargensis],497727,Candidatus Nitrososphaera gargensis,Archaea
OLC91659,Archaeal Alba,94,gb|OLC91659.1|,DNA-binding protein [Thaumarchaeota archaeon 13_1_40CM_3_38_6],1805390,Thaumarchaeota archaeon 13_1_40CM_3_38_6,Archaea
OLD28152,Archaeal Alba,94,gb|OLD28152.1|,DNA-binding protein [Thaumarchaeota archaeon 13_1_40CM_2_39_7],1805388,Thaumarchaeota archaeon 13_1_40CM_2_39_7,Archaea
TLY07870,Archaeal Alba,94,gb|TLY07870.1|,DNA-binding protein [Thaumarchaeota archaeon],2026795,Thaumarchaeota archaeon,Archaea
OLC91883,Archaeal Alba,98,gb|OLC91883.1|,DNA-binding protein [Thaumarchaeota archaeon 13_1_40CM_3_38_6],1805390,Thaumarchaeota archaeon 13_1_40CM_3_38_6,Archaea
OLB89582,Archaeal Alba,98,gb|OLB89582.1|,DNA-binding protein [Thaumarchaeota archaeon 13_1_40CM_38_12],1805393,Thaumarchaeota archaeon 13_1_40CM_38_12,Archaea
PVU69007,Archaeal Alba,95,gb|PVU69007.1|,DNA-binding protein Alba [Candidatus Nanobsidianus stetteri],1294122,Candidatus Nanobsidianus stetteri,Archaea
AMD29865,Archaeal Alba,95,gb|AMD29865.1|,DNA-binding protein [Candidatus Nanopusillus acidilobi],1577684,Candidatus Nanopusillus acidilobi,Archaea
EOD42394,Archaeal Alba,95,gb|EOD42394.1|,nucleoid protein Alba [Candidatus Nanobsidianus stetteri],1294122,Candidatus Nanobsidianus stetteri,Archaea
PVU71060,Archaeal Alba,90,gb|PVU71060.1|,DNA-binding protein [Sulfolobus sp. SCGC AB-777_L09],1987492,Sulfolobus sp. SCGC AB-777_L09,Archaea
PVU72399,Archaeal Alba,88,gb|PVU72399.1|,DNA-binding protein [Sulfolobales archaeon SCGC AB-777_J03],2005259,Sulfolobales archaeon SCGC AB-777_J03,Archaea
HHP94755,Archaeal Alba,88,tpg|HHP94755.1|,DNA-binding protein [Sulfolobales archaeon],2268200,Sulfolobales archaeon,Archaea
PVU72409,Archaeal Alba,98,gb|PVU72409.1|,DNA-binding protein Alba [Sulfolobales archaeon SCGC AB-777_J03],2005259,Sulfolobales archaeon SCGC AB-777_J03,Archaea
HHP94753,Archaeal Alba,98,tpg|HHP94753.1|,DNA-binding protein Alba [Sulfolobales archaeon],2268200,Sulfolobales archaeon,Archaea
PVX23366,Archaeal Alba,91,gb|PVX23366.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
PVX23829,Archaeal Alba,92,gb|PVX23829.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
PVX24386,Archaeal Alba,86,gb|PVX24386.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
PVX24650,Archaeal Alba,98,gb|PVX24650.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
OLD03908,Archaeal Alba,78,gb|OLD03908.1|,hypothetical protein AUJ07_05415 [Crenarchaeota archaeon 13_1_40CM_3_53_5],1805098,Crenarchaeota archaeon 13_1_40CM_3_53_5,Archaea
PVX25476,Archaeal Alba,90,gb|PVX25476.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
MBN1784761,Archaeal Alba,90,gb|MBN1784761.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
PVX25772,Archaeal Alba,92,gb|PVX25772.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
PVX26706,Archaeal Alba,30,gb|PVX26706.1|,"RNA-binding protein, partial [Candidatus Bathyarchaeota archaeon]",2026714,Candidatus Bathyarchaeota archaeon,Archaea
OLD04974,Archaeal Alba,76,gb|OLD04974.1|,hypothetical protein AUJ07_02625 [Crenarchaeota archaeon 13_1_40CM_3_53_5],1805098,Crenarchaeota archaeon 13_1_40CM_3_53_5,Archaea
OLD10795,Archaeal Alba,94,gb|OLD10795.1|,DNA-binding protein Alba [Crenarchaeota archaeon 13_1_40CM_3_52_10],1805095,Crenarchaeota archaeon 13_1_40CM_3_52_10,Archaea
OLD78287,Archaeal Alba,94,gb|OLD78287.1|,DNA-binding protein Alba [archaeon 13_1_20CM_52_20],1805012,archaeon 13_1_20CM_52_20,Archaea
OLE91420,Archaeal Alba,94,gb|OLE91420.1|,DNA-binding protein Alba [Crenarchaeota archaeon 13_1_20CM_2_51_8],1805093,Crenarchaeota archaeon 13_1_20CM_2_51_8,Archaea
TMH96236,Archaeal Alba,94,gb|TMH96236.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI17151,Archaeal Alba,94,gb|TMI17151.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI17922,Archaeal Alba,94,gb|TMI17922.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI21806,Archaeal Alba,94,gb|TMI21806.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI30473,Archaeal Alba,94,gb|TMI30473.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
OLD14684,Archaeal Alba,107,gb|OLD14684.1|,DNA-binding protein Alba [Crenarchaeota archaeon 13_1_40CM_3_52_17],1805096,Crenarchaeota archaeon 13_1_40CM_3_52_17,Archaea
OLD78480,Archaeal Alba,107,gb|OLD78480.1|,DNA-binding protein Alba [archaeon 13_1_20CM_52_20],1805012,archaeon 13_1_20CM_52_20,Archaea
TMH96464,Archaeal Alba,107,gb|TMH96464.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI08319,Archaeal Alba,107,gb|TMI08319.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI16339,Archaeal Alba,107,gb|TMI16339.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI17039,Archaeal Alba,107,gb|TMI17039.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI32070,Archaeal Alba,107,gb|TMI32070.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI44608,Archaeal Alba,107,gb|TMI44608.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
TMI56840,Archaeal Alba,107,gb|TMI56840.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
OLD11461,Archaeal Alba,103,gb|OLD11461.1|,DNA-binding protein Alba [Crenarchaeota archaeon 13_1_40CM_3_52_10],1805095,Crenarchaeota archaeon 13_1_40CM_3_52_10,Archaea
TMI14286,Archaeal Alba,103,gb|TMI14286.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
WP_022541890,Archaeal Alba,94,ref|WP_022541890.1|,DNA-binding protein Alba [Aeropyrum camini],229980,Aeropyrum camini,Archaea
GBF08907,Archaeal Alba,98,dbj|GBF08907.1|,DNA/RNA-binding protein Alba 1 [Aeropyrum pernix],56636,Aeropyrum pernix,Archaea
WP_010866624,Archaeal Alba,94,ref|WP_010866624.1|,DNA-binding protein Alba [Aeropyrum pernix],56636,Aeropyrum pernix,Archaea
OLD34476,Archaeal Alba,94,gb|OLD34476.1|,DNA-binding protein Alba [Crenarchaeota archaeon 13_1_40CM_2_52_14],1805092,Crenarchaeota archaeon 13_1_40CM_2_52_14,Archaea
TMI09969,Archaeal Alba,94,gb|TMI09969.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
WP_042694686,Archaeal Alba,90,ref|WP_042694686.1|,DNA-binding protein Alba [Methanobrevibacter oralis],66851,Methanobrevibacter oralis,Archaea
WP_042702564,Archaeal Alba,92,ref|WP_042702564.1|,DNA-binding protein Alba [Methanobrevibacter arboriphilus],39441,Methanobrevibacter arboriphilus,Archaea
RBQ23015,Archaeal Alba,92,gb|RBQ23015.1|,DNA/RNA-binding protein Alba [Methanobrevibacter sp. NOE],2006182,Methanobrevibacter sp. NOE,Archaea
OLD41083,Archaeal Alba,101,gb|OLD41083.1|,hypothetical protein AUI60_02815 [Thaumarchaeota archaeon 13_1_40CM_2_39_4],1805387,Thaumarchaeota archaeon 13_1_40CM_2_39_4,Archaea
OLD90638,Archaeal Alba,76,gb|OLD90638.1|,DNA-binding protein Alba [Euryarchaeota archaeon 13_1_20CM_4_64_14],1805139,Euryarchaeota archaeon 13_1_20CM_4_64_14,Archaea
TLZ76188,Archaeal Alba,90,gb|TLZ76188.1|,DNA-binding protein Alba [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
TLZ83503,Archaeal Alba,76,gb|TLZ83503.1|,DNA-binding protein Alba [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
OLE69340,Archaeal Alba,85,gb|OLE69340.1|,DNA-binding protein Alba [archaeon 13_1_20CM_2_51_12],1805007,archaeon 13_1_20CM_2_51_12,Archaea
OLB72537,Archaeal Alba,85,gb|OLB72537.1|,DNA-binding protein Alba [archaeon 13_2_20CM_2_52_21],1805019,archaeon 13_2_20CM_2_52_21,Archaea
VUT25852,Archaeal Alba,94,emb|VUT25852.1|,DNA/RNA-binding protein Alba 2 [Candidatus Methanolliviera sp. GoM_oil],2588691,Candidatus Methanolliviera sp. GoM_oil,Archaea
RZN67707,Archaeal Alba,94,gb|RZN67707.1|,DNA-binding protein Alba [Candidatus Methanolliviera hydrocarbonicum],2491085,Candidatus Methanolliviera hydrocarbonicum,Archaea
VVB52571,Archaeal Alba,90,emb|VVB52571.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB57277,Archaeal Alba,135,emb|VVB57277.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB57755,Archaeal Alba,137,emb|VVB57755.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB60638,Archaeal Alba,94,emb|VVB60638.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB61315,Archaeal Alba,107,emb|VVB61315.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB62393,Archaeal Alba,105,emb|VVB62393.1|,DNA/RNA-binding protein Alba 2 [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB63328,Archaeal Alba,92,emb|VVB63328.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB66652,Archaeal Alba,116,emb|VVB66652.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB69135,Archaeal Alba,91,emb|VVB69135.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB70629,Archaeal Alba,105,emb|VVB70629.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB71726,Archaeal Alba,92,emb|VVB71726.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB72781,Archaeal Alba,89,emb|VVB72781.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB73513,Archaeal Alba,142,emb|VVB73513.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB74317,Archaeal Alba,92,emb|VVB74317.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB74875,Archaeal Alba,132,emb|VVB74875.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB76630,Archaeal Alba,102,emb|VVB76630.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB78188,Archaeal Alba,107,emb|VVB78188.1|,DNA/RNA-binding protein Alba 2 [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB81055,Archaeal Alba,93,emb|VVB81055.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB85654,Archaeal Alba,89,emb|VVB85654.1|,DNA/RNA-binding protein Alba 2 [uncultured archaeon],115547,uncultured archaeon,Archaea
VVB89068,Archaeal Alba,89,emb|VVB89068.1|,DNA/RNA-binding protein Alba [uncultured archaeon],115547,uncultured archaeon,Archaea
WP_096206167,Archaeal Alba,92,ref|WP_096206167.1|,DNA-binding protein Alba [Candidatus Methanoperedens nitroreducens],1392998,Candidatus Methanoperedens nitroreducens,Archaea
